AX,AY,AZ,GX,GY,GZ,F1,F2,F3,F4,T

5084,-1576,14292,-228,129,-385,1982,1524,1594,1609,1629,
5060,-1512,14232,-234,76,-435,1982,1524,1594,1609,1629,
5084,-1588,14156,-243,-13,-420,1982,1524,1593,1609,1629,
4960,-1436,13980,-738,-381,-145,1982,1524,1555,1609,1629,
5088,-1896,14200,-563,-548,-400,1982,1524,1368,1609,1628,
5496,-1944,14328,-704,-1194,-413,1982,1524,1186,1609,1625,
5636,-2200,14012,-757,-1183,-962,1981,1524,1071,1608,1623,
5568,-2024,13984,-730,-491,-313,1981,1524,996,1608,1620,
5920,-1704,14008,-745,-616,-497,1981,1524,953,1608,1619,
5860,-1956,13636,-143,-15,-345,1981,1524,927,1602,1618,
5824,-2144,13552,-137,542,-530,1980,1523,925,1595,1616,
5848,-2116,13616,-241,189,-492,1980,1524,928,1588,1616,
5936,-2072,13708,-265,416,-324,1980,1523,938,1587,1614,
5904,-2244,13624,-144,540,-521,1980,1524,949,1586,1613,
6020,-1992,13532,-193,634,-341,1980,1523,955,1585,1612,
5848,-2032,13544,-94,671,-221,1980,1523,961,1584,1612,
5972,-2108,13872,24,687,-386,1980,1523,967,1584,1612,
5724,-1776,13804,66,782,-331,1980,1524,975,1584,1611,
5840,-1776,14000,-309,-9,-514,1980,1523,1006,1589,1612,
5784,-1788,13764,1580,1724,-1221,1982,1524,1395,1607,1616,

5092,-1548,14068,-213,46,-365,1983,1525,1583,1613,1622,
5104,-1296,14160,-269,76,-481,1983,1525,1583,1613,1622,
5144,-1332,13984,-354,131,-385,1983,1525,1583,1613,1623,
5160,-1408,14312,-367,129,-279,1983,1525,1571,1613,1623,
5200,-1668,13928,-413,190,104,1983,1525,1404,1612,1623,
5240,-1508,13844,-709,-464,-272,1983,1525,1145,1604,1621,
5584,-1900,13984,-558,-242,-444,1983,1525,967,1589,1620,
5584,-2068,14012,-562,-16,-482,1983,1524,878,1571,1619,
5572,-2228,14132,-345,79,-454,1983,1524,853,1543,1618,
5440,-1872,14164,-496,132,-494,1982,1523,857,1534,1616,
5564,-1728,14008,-277,73,-555,1982,1522,860,1521,1615,
5620,-2064,14200,-152,59,-581,1982,1521,863,1512,1615,
5448,-1948,14128,-337,-10,-909,1981,1520,870,1509,1615,
5456,-1504,14124,-49,272,-307,1981,1520,879,1506,1615,
5472,-1808,14028,-120,257,-501,1981,1520,889,1507,1615,
5664,-1952,13924,-43,598,-241,1981,1520,898,1507,1614,
5512,-1932,13928,-140,208,-415,1981,1519,899,1491,1614,
5532,-1876,14088,-215,292,-352,1981,1519,903,1491,1614,
5464,-1884,13912,-191,329,-420,1981,1518,907,1490,1614,
5428,-1868,13920,-283,176,-389,1981,1518,916,1491,1614,

5300,-1556,14244,-222,8,-392,1984,1523,1572,1591,1625,
5176,-1720,14096,-267,-18,-453,1984,1522,1571,1591,1625,
5296,-1696,14252,-196,-3,-398,1984,1523,1571,1591,1625,
5192,-1572,14104,-189,40,-388,1984,1522,1571,1591,1625,
5008,-1740,14184,-473,60,-239,1984,1523,1375,1590,1625,
4976,-1580,14312,-1114,-601,155,1984,1523,1111,1584,1623,
5272,-1984,14140,-689,-204,-151,1984,1523,936,1562,1622,
5336,-1808,13612,-429,190,-347,1984,1522,864,1530,1619,
5344,-1912,14080,68,947,-775,1984,1521,841,1495,1618,
5224,-1800,14000,16,520,-587,1984,1518,848,1476,1618,
4928,-1600,13836,-284,460,-665,1984,1517,862,1470,1618,
4888,-1704,14084,-383,-540,-457,1984,1516,876,1472,1617,
5104,-1516,14176,-340,-62,-611,1984,1516,884,1472,1617,
4844,-1784,14308,-657,-227,-645,1984,1516,892,1474,1616,
5200,-1800,14408,-343,-441,-565,1984,1517,903,1478,1616,
5048,-2028,14448,-182,-438,-509,1984,1517,912,1481,1616,
5140,-1736,14236,-335,-281,-598,1984,1517,919,1482,1616,
5124,-1860,14308,-253,-188,-482,1984,1517,925,1482,1615,
5164,-1752,14276,-429,-292,-575,1984,1517,939,1487,1615,
5680,-1612,13784,-563,-642,-1507,1984,1520,1111,1547,1615,

5108,-1552,14356,-206,3,-326,1984,1524,1564,1597,1632,
5228,-1684,14248,-212,52,-430,1984,1524,1564,1596,1632,
5128,-1708,14124,-208,38,-454,1984,1524,1564,1597,1632,
5072,-1536,14172,-417,111,-394,1984,1523,1536,1596,1632,
4992,-1332,14292,-1072,-515,181,1984,1524,1242,1593,1631,
5356,-1744,13904,-1211,-600,243,1984,1524,968,1569,1630,
5316,-2080,14128,-173,83,-353,1984,1523,879,1530,1627,
5332,-1904,13860,35,718,-515,1984,1522,852,1499,1625,
5372,-1972,14296,204,434,-895,1984,1520,848,1475,1625,
5240,-1580,14216,-152,534,-397,1984,1519,859,1462,1624,
5168,-1496,14504,114,466,-262,1984,1518,878,1460,1624,
5132,-1592,14260,-37,46,-342,1984,1518,891,1461,1624,
5272,-1752,14080,-45,15,-290,1984,1518,903,1467,1624,
5400,-1900,14048,-72,427,-434,1984,1518,913,1473,1623,
5292,-1808,13984,-141,271,-404,1984,1518,924,1479,1623,
5120,-1624,13864,-167,37,-634,1984,1519,930,1482,1622,
5060,-1884,14164,-203,307,-422,1984,1519,937,1484,1622,
5184,-1792,14436,-584,-830,-1162,1984,1520,1026,1520,1622,
5260,-1768,13712,284,804,-439,1984,1522,1355,1582,1625,
4780,-1744,14384,-600,360,-36,1984,1523,1576,1596,1626,

4704,-1904,14268,-401,12,-490,1985,1525,1560,1600,1629,
4676,-2000,14336,-229,59,-432,1985,1525,1560,1600,1629,
4648,-1896,14220,-123,128,-313,1985,1525,1560,1600,1629,
4512,-1816,13900,-175,113,-190,1984,1525,1530,1600,1629,
4964,-1804,13948,-1422,-666,67,1984,1525,1255,1597,1629,
