AX,AY,AZ,GX,GY,GZ,F1,F2,F3,F4,T

4244,-1104,14308,-17,27,-407,1992,1538,1597,1620,1665,
4172,-1216,14252,-142,251,-262,1992,1538,1598,1620,1665,
4460,-1080,14432,-107,56,-515,1992,1538,1598,1620,1665,
4276,-480,14172,-2053,82,-213,1992,1538,1597,1620,1665,
3548,-3920,12556,-30837,-8252,2405,1992,1538,1597,1620,1667,
5316,-12372,8204,-30360,-1087,3533,1992,1538,1599,1618,1668,
4348,-17600,2828,-32768,1972,9422,1992,1538,1599,1616,1667,
3816,-15364,660,-14962,-1460,4084,1992,1538,1598,1616,1666,
3064,-16196,-912,415,-2322,-3346,1992,1538,1598,1615,1666,
2248,-17692,-1760,572,-1934,-2796,1992,1537,1598,1615,1665,
3120,-15908,-2024,-2179,-267,-454,1992,1538,1598,1615,1665,
2884,-16328,-1808,-1182,-279,-362,1992,1537,1598,1615,1665,
2916,-16492,-1988,-588,-88,-319,1992,1537,1598,1615,1665,
3036,-15872,-2096,-93,272,-145,1991,1537,1597,1615,1665,
3136,-16156,-2032,381,220,-532,1991,1537,1597,1614,1665,
2980,-16240,-2024,37,-3,-550,1992,1537,1597,1615,1665,
2932,-16108,-1832,44,137,-354,1991,1537,1597,1615,1666,
3136,-16264,-1796,713,-63,-815,1991,1537,1597,1615,1666,
3184,-16604,-1632,437,104,-618,1992,1538,1597,1615,1666,
3120,-16532,-1516,1371,-418,-1558,1992,1537,1597,1615,1667,

4336,-2548,14288,-472,189,-482,1987,1538,1601,1621,1649,
4364,-2804,14180,-353,140,-309,1987,1538,1601,1621,1649,
4408,-2704,14148,-490,397,-177,1987,1539,1601,1620,1649,
3240,-6948,14088,-12195,1038,680,1987,1539,1601,1621,1650,
5616,-10036,11936,-23549,-14069,5021,1987,1538,1601,1619,1656,
6640,-17988,5184,-32768,-4022,15781,1988,1538,1600,1617,1660,
3516,-19208,-1476,-26469,-1017,8500,1990,1538,1599,1613,1660,
1960,-18084,-5584,-12654,3060,8816,1991,1538,1599,1612,1660,
1728,-17512,-6064,4586,-553,-2630,1992,1538,1599,1613,1661,
1832,-15960,-6020,1832,-611,-379,1991,1538,1599,1612,1661,
1836,-16308,-5952,1252,-207,-1160,1991,1538,1598,1613,1661,
1960,-16064,-5748,-213,594,-135,1991,1537,1598,1613,1661,
2044,-15856,-5652,-267,533,16,1991,1537,1597,1612,1661,
1928,-16104,-5524,128,259,-622,1991,1537,1598,1612,1661,
2396,-15744,-5656,-378,363,-72,1991,1537,1597,1613,1662,
2092,-16000,-5644,-388,331,-346,1991,1537,1597,1613,1662,
2156,-15900,-5468,-226,263,-309,1991,1537,1597,1613,1662,
2108,-15948,-5316,-102,-157,-650,1991,1537,1597,1613,1662,
2344,-16356,-5036,1543,128,-1128,1991,1538,1597,1613,1662,
1664,-14688,-4164,30760,6955,-12751,1987,1537,1597,1615,1659,

4244,-2984,14012,-285,-112,-375,1984,1538,1600,1619,1647,
4300,-3108,14004,-535,-15,-404,1984,1538,1600,1619,1647,
4236,-3340,14304,-558,184,-439,1984,1538,1600,1619,1647,
4136,-3852,14304,-1687,232,-377,1984,1538,1600,1619,1647,
3868,-5460,13924,-7534,-245,-5,1984,1538,1600,1619,1647,
4724,-9872,12900,-17698,-2793,-666,1986,1538,1601,1619,1662,
6052,-8080,10360,-25389,-697,5939,1987,1538,1602,1619,1674,
4376,-12688,6928,-24446,-191,3783,1989,1538,1602,1619,1677,
3864,-14424,3528,-24207,75,3191,1989,1538,1602,1618,1677,
2892,-16224,-372,-24554,1326,8459,1990,1538,1602,1618,1677,
1748,-16668,-3200,-11377,1715,4380,1990,1538,1602,1618,1677,
1160,-16764,-3792,5638,-2638,-4394,1990,1538,1601,1618,1677,
1980,-16132,-3072,1096,-519,-1419,1990,1538,1600,1618,1678,
1552,-16084,-3312,-492,204,291,1990,1538,1600,1618,1678,
1792,-16340,-3208,-918,454,343,1990,1538,1599,1618,1678,
1696,-16632,-3420,-463,130,-91,1990,1538,1599,1618,1678,
1848,-16400,-3276,-450,59,-160,1990,1538,1599,1618,1679,
1836,-16360,-3224,-335,23,-219,1990,1538,1599,1618,1678,
1836,-16200,-3304,-82,-42,-314,1990,1538,1599,1618,1679,
1872,-16484,-3196,523,-47,-475,1990,1538,1598,1618,1679,

4036,-3480,13912,-303,-190,-256,1985,1538,1600,1621,1652,
3844,-3480,14056,-2441,582,-316,1985,1538,1600,1621,1652,
3716,-4156,13976,-10246,1453,-481,1986,1538,1600,1621,1652,
4232,-2168,12956,-13100,-614,373,1986,1538,1601,1620,1652,
4448,-6544,10956,-19962,-6110,1881,1987,1538,1601,1620,1657,
4156,-14492,5636,-22648,-5216,2958,1988,1538,1601,1619,1660,
3712,-13236,-952,-26380,-3740,5909,1988,1538,1601,1619,1660,
1332,-16124,-6056,-14897,-2196,2963,1989,1537,1600,1618,1659,
260,-16292,-7156,-1250,-1724,-1195,1989,1537,1600,1617,1659,
888,-15488,-6788,-239,-602,-895,1989,1537,1600,1617,1659,
920,-15676,-6680,710,257,-794,1989,1537,1600,1616,1660,
724,-15436,-6824,463,-177,-412,1988,1537,1600,1616,1660,
604,-15660,-6836,-370,176,277,1988,1537,1600,1616,1661,
692,-15748,-6568,-100,18,-374,1988,1537,1600,1616,1661,
504,-15412,-6720,49,471,-262,1988,1537,1600,1616,1661,
900,-15716,-6496,-271,338,-245,1988,1537,1600,1616,1661,
796,-15764,-6748,-232,72,-278,1988,1537,1600,1616,1662,
700,-15864,-6832,-274,218,-235,1988,1537,1600,1616,1662,
720,-15696,-6652,-268,150,-211,1989,1537,1601,1616,1662,
740,-15864,-6424,-12,358,-383,1988,1537,1600,1616,1662,

4080,-4180,13988,-1198,293,-541,1984,1538,1600,1620,1647,
4144,-4136,14092,-378,123,-341,1984,1538,1600,1620,1647,
4236,-3928,13940,-567,-45,-323,1984,1538,1599,1620,1647,
3980,-2288,13424,-7007,118,465,1984,1538,1600,1620,1646,
4148,-6104,12140,-14105,-5321,2234,1985,1538,1600,1619,1648,
4064,-10068,9304,-20237,-4022,5932,1985,1538,1602,1619,1652,
2820,-15832,4940,-13285,-4093,3115,1986,1538,1602,1618,1653,
1332,-18584,232,-16321,-2984,5808,1987,1538,1602,1618,1652,
1672,-15836,-3056,-13181,-560,5794,1986,1537,1601,1616,1652,
784,-17452,-5152,-6448,829,2296,1986,1537,1602,1616,1652,
424,-17248,-5208,-594,426,-392,1986,1537,1601,1615,1652,
692,-16256,-5052,370,213,-1174,1986,1537,1602,1616,1652,
644,-16132,-5072,120,-197,-780,1986,1537,1601,1615,1652,
812,-16400,-5308,-490,-101,-277,1986,1537,1602,1615,1652,
732,-16252,-5480,169,160,-671,1986,1537,1602,1615,1652,
640,-16416,-5156,158,-311,-728,1985,1537,1602,1615,1652,
596,-16236,-5396,-73,-202,-485,1985,1536,1602,1615,1652,
704,-16292,-5432,-16,-86,-424,1985,1537,1601,1615,1652,
456,-16252,-5236,58,-290,-476,1985,1537,1602,1615,1652,
660,-16376,-5152,691,-404,-745,1985,1536,1602,1615,1652,

3828,-3632,14148,-99,84,-268,1982,1538,1600,1619,1641,
3660,-3740,14044,-369,242,-174,1982,1538,1600,1619,1641,
3648,-3900,14244,-383,261,-330,1982,1538,1600,1619,1641,
3764,-3248,13820,-2220,-265,-257,1982,1538,1600,1619,1641,
3192,-8308,12844,-12814,-5773,-28,1983,1537,1600,1619,1645,
4712,-12464,10064,-14352,-4264,2070,1983,1538,1602,1618,1652,
4356,-16416,6864,-22955,-1671,6102,1985,1537,1602,1617,1654,
3636,-18912,1180,-21114,-1318,9239,1987,1537,1602,1617,1655,
