AX,AY,AZ,GX,GY,GZ,F1,F2,F3,F4,T

16548,-572,624,-95,613,554,1978,1515,1571,1593,1641,
15848,-428,408,815,695,1168,1978,1515,1571,1593,1641,
16376,-596,692,2203,1076,1711,1978,1515,1571,1593,1641,
19000,-672,768,3778,-324,2209,1978,1515,1571,1593,1641,
19932,-4900,532,3547,-4736,1933,1979,1515,1571,1593,1641,
17560,-6952,-1064,-979,-8272,-1646,1979,1515,1572,1594,1641,
15344,-4952,-3080,-6010,-5936,-4163,1980,1515,1572,1594,1641,
12160,-1924,-3712,-9796,-1619,-9112,1980,1515,1572,1595,1641,
10824,1964,-808,-10444,2763,-5025,1979,1515,1572,1595,1641,
11768,5832,-816,-7435,6901,-1871,1979,1515,1572,1595,1640,
14664,5444,1700,-2992,7829,1965,1979,1515,1572,1595,1640,
17116,3464,3188,54,8124,5568,1978,1515,1570,1594,1640,
20852,2812,4228,3844,4716,6229,1976,1515,1568,1594,1640,
21524,-876,2880,6073,-2256,4048,1977,1514,1568,1593,1640,
18208,-1484,1324,5562,-7173,359,1978,1515,1568,1594,1640,
14912,-2972,-1280,1840,-4001,-2087,1978,1515,1569,1595,1640,
14396,-436,-1012,-501,-1890,-3605,1979,1515,1569,1595,1640,
15452,940,-376,-789,-45,-917,1979,1515,1569,1595,1639,
16848,1136,-1180,-1219,1061,-486,1979,1515,1569,1595,1639,
16712,272,-372,-810,48,-123,1979,1515,1569,1596,1640,

16180,-1736,744,-182,235,-464,1979,1516,1568,1597,1639,
15428,-1484,680,74,813,175,1980,1515,1568,1597,1639,
15216,88,1880,1830,2201,485,1979,1516,1568,1597,1639,
20204,3084,3128,9460,89,1472,1979,1516,1568,1597,1639,
21668,-7320,3504,6993,-5165,4400,1980,1516,1569,1597,1640,
14824,-8416,-460,936,-9563,-3622,1980,1516,1569,1597,1640,
12584,-7480,-3208,-2837,-7345,-7637,1980,1516,1569,1598,1640,
10876,-3364,-2444,-8053,-2120,-8812,1980,1516,1569,1598,1640,
12048,1016,-2452,-11116,2931,-2607,1980,1516,1569,1598,1639,
11952,4904,-248,-9284,6337,-1066,1979,1516,1566,1598,1639,
14784,7344,3116,-2828,7317,2910,1979,1516,1565,1598,1639,
15440,4904,5600,1873,6670,4562,1977,1515,1563,1597,1639,
19404,2392,6256,4525,4763,5551,1976,1515,1562,1596,1639,
22908,-936,5748,7294,-2267,3131,1977,1515,1562,1597,1639,
18560,-5484,608,6204,-8669,484,1978,1516,1562,1597,1639,
14448,-4344,452,-832,-5573,-2279,1979,1516,1563,1598,1639,
14432,-300,-488,-2629,-3900,-1842,1979,1516,1563,1597,1639,
13896,1180,-948,-2183,-1048,-331,1979,1516,1563,1598,1640,
16228,1644,-1132,-596,507,-589,1979,1516,1563,1598,1639,
16968,72,-732,-914,140,674,1979,1516,1563,1598,1640,

15960,-552,-168,-166,253,66,1979,1516,1562,1597,1640,
15436,468,80,476,949,360,1979,1516,1562,1597,1640,
14464,1532,472,3081,3151,2050,1979,1516,1562,1597,1640,
19240,1384,1560,6880,4762,4938,1979,1516,1563,1597,1640,
22808,-5880,2484,4088,-2177,7803,1979,1516,1563,1597,1640,
19356,-10180,192,4251,-7709,-3994,1980,1516,1563,1598,1640,
16364,-9752,-980,-2263,-7447,-7910,1980,1516,1563,1597,1640,
12120,-6244,-1388,-8973,-6509,-10186,1980,1515,1564,1597,1640,
9664,2864,-2748,-15270,-2285,-2994,1980,1516,1564,1597,1640,
10828,4808,-3104,-8141,2048,-1796,1979,1516,1564,1597,1639,
12540,5328,-3124,-6866,6890,3451,1978,1516,1563,1598,1639,
16768,4736,2208,-4191,10129,6971,1978,1516,1562,1598,1639,
20072,5168,4540,662,8029,5884,1976,1515,1560,1597,1639,
22648,4372,5364,6936,2175,5937,1976,1515,1559,1596,1640,
22888,-2180,3844,12266,-5080,2321,1976,1515,1560,1597,1640,
19220,-8048,1000,8325,-11537,-3340,1979,1516,1561,1597,1641,
14980,-4984,-2112,539,-6191,-3820,1979,1516,1561,1598,1641,
11452,36,-2888,-3737,-4504,-1425,1979,1516,1561,1597,1641,
14028,2404,-2796,-2689,-429,-834,1979,1516,1561,1598,1641,
16072,1744,-2672,-604,-177,-752,1979,1516,1561,1598,1640,

16608,-444,-664,-234,-243,-350,1980,1516,1561,1598,1640,
16228,-244,-800,-114,145,-316,1980,1516,1561,1598,1640,
16232,700,-1116,679,719,203,1980,1516,1560,1598,1641,
17340,2212,-1824,3627,1519,2404,1980,1516,1561,1598,1641,
22232,-3128,-388,5099,-462,3383,1980,1516,1561,1598,1640,
20056,-9320,500,3574,-5506,-4608,1980,1516,1561,1598,1641,
14676,-6868,-2056,-8692,-7012,-4391,1980,1516,1561,1598,1641,
11344,-1544,-3216,-6766,-3992,-8164,1980,1516,1561,1599,1640,
8712,3864,-1552,-6273,-2941,-6549,1980,1516,1561,1598,1640,
10124,4648,-728,-6570,4811,-425,1979,1516,1561,1599,1639,
14144,6492,-1144,-4902,6031,-833,1979,1516,1561,1598,1639,
15560,6128,3324,-1412,8643,5929,1979,1516,1561,1598,1640,
19932,6764,5468,3397,5771,9954,1977,1516,1560,1597,1639,
24036,-948,3828,8222,-1704,8953,1977,1516,1560,1597,1639,
23172,-5280,1968,8599,-8477,-15,1979,1516,1560,1598,1640,
16364,-3540,-2484,4994,-11714,-4063,1980,1516,1560,1598,1640,
11904,-5472,-184,922,-5359,-3941,1980,1516,1561,1598,1641,
11836,360,-2888,-1520,-2954,-4177,1980,1516,1561,1599,1641,
15360,1652,-1744,-2027,632,311,1980,1516,1561,1599,1641,
17644,764,-3704,-1185,166,-487,1980,1516,1560,1599,1641,

17888,1280,-2540,1668,2153,2161,1980,1516,1561,1599,1641,
21892,-472,80,3075,-1536,3057,1980,1517,1561,1599,1641,
18404,-4676,-1020,618,-5838,1498,1980,1516,1561,1599,1641,
